"Country","Sex","Cause","Year","Value"
"Austria","Male","Diseases of the circulatory system",1982,1003.2
"Austria","Male","Diseases of the circulatory system",1981,1036
"Austria","Male","Diseases of the circulatory system",1980,1010.7
"Austria","Male","Diseases of the circulatory system",1979,992.2
"Austria","Male","Diseases of the circulatory system",1978,1047.8
"Austria","Male","Diseases of the circulatory system",1977,1009.1
"Austria","Male","Diseases of the circulatory system",1976,1049.4
"Austria","Male","Diseases of the circulatory system",1975,1066
"Austria","Male","Diseases of the circulatory system",1974,1040.5
"Austria","Male","Diseases of the circulatory system",1973,1001.9
"Austria","Male","Diseases of the circulatory system",1972,1060.8
"Austria","Male","Diseases of the circulatory system",1971,1066.2
"Austria","Male","Diseases of the circulatory system",1970,1068.5
"Austria","Male","Diseases of the circulatory system",1969,1050.9
"Austria","Male","Diseases of the circulatory system",1968,1023.9
"Austria","Male","Diseases of the circulatory system",1967,1019.2
"Austria","Male","Diseases of the circulatory system",1966,949.5
"Austria","Male","Diseases of the circulatory system",1965,984.9
"Austria","Male","Diseases of the circulatory system",1964,923.4
"Austria","Male","Diseases of the circulatory system",1963,959
"Austria","Male","Diseases of the circulatory system",1962,1013.6
"Austria","Male","Diseases of the circulatory system",1961,971.3
"Austria","Male","Diseases of the circulatory system",1960,1012.8
"Austria","Female","Diseases of the circulatory system",1990,569.6
"Austria","Female","Diseases of the circulatory system",1989,587.7
"Austria","Female","Diseases of the circulatory system",1988,605.9
"Austria","Female","Diseases of the circulatory system",1987,624.9
"Austria","Female","Diseases of the circulatory system",1986,662.5
"Austria","Female","Diseases of the circulatory system",1985,683.4
"Austria","Female","Diseases of the circulatory system",1984,674.8
"Austria","Female","Diseases of the circulatory system",1983,730.6
"Austria","Female","Diseases of the circulatory system",1982,710.7
"Austria","Female","Diseases of the circulatory system",1981,730.2
"Austria","Female","Diseases of the circulatory system",1980,747.6
"Austria","Female","Diseases of the circulatory system",1979,726
"Austria","Female","Diseases of the circulatory system",1978,770.1
"Austria","Female","Diseases of the circulatory system",1977,748.4
"Austria","Female","Diseases of the circulatory system",1976,783.8
"Austria","Female","Diseases of the circulatory system",1975,776.8
"Austria","Female","Diseases of the circulatory system",1974,756.1
"Austria","Female","Diseases of the circulatory system",1973,757.6
"Austria","Female","Diseases of the circulatory system",1972,798.1
"Austria","Female","Diseases of the circulatory system",1971,824.6
"Austria","Female","Diseases of the circulatory system",1970,800.5
"Austria","Female","Diseases of the circulatory system",1969,809.6
"Austria","Female","Diseases of the circulatory system",1968,791.6
"Austria","Female","Diseases of the circulatory system",1967,801.9
"Austria","Female","Diseases of the circulatory system",1966,744.9
"Austria","Female","Diseases of the circulatory system",1965,760.8
"Austria","Female","Diseases of the circulatory system",1964,709.5
"Austria","Female","Diseases of the circulatory system",1963,735.4
"Austria","Female","Diseases of the circulatory system",1962,790.8
"Austria","Female","Diseases of the circulatory system",1961,775.7
"Austria","Female","Diseases of the circulatory system",1960,802.7
"Austria","Female","Diseases of the circulatory system",2021,245
"Austria","Female","Diseases of the circulatory system",2020,255.4
"Austria","Female","Diseases of the circulatory system",2019,257.8
"Austria","Female","Diseases of the circulatory system",2018,267.5
"Austria","Female","Diseases of the circulatory system",2017,278.1
"Austria","Female","Diseases of the circulatory system",2016,279.2
"Austria","Female","Diseases of the circulatory system",2015,305.5
"Austria","Female","Diseases of the circulatory system",2014,289
"Austria","Female","Diseases of the circulatory system",2013,304.5
"Austria","Female","Diseases of the circulatory system",2012,311
"Austria","Female","Diseases of the circulatory system",2011,295.9
"Austria","Female","Diseases of the circulatory system",2010,313.8
"Austria","Female","Diseases of the circulatory system",2009,326
"Austria","Female","Diseases of the circulatory system",2008,326.7
"Austria","Female","Diseases of the circulatory system",2007,342.8
"Austria","Female","Diseases of the circulatory system",2006,354.7
"Austria","Female","Diseases of the circulatory system",2005,374.5
"Austria","Female","Diseases of the circulatory system",2004,388.8
"Austria","Female","Diseases of the circulatory system",2003,425.6
"Austria","Female","Diseases of the circulatory system",2002,436.7
"Austria","Female","Diseases of the circulatory system",2001,451.1
"Austria","Female","Diseases of the circulatory system",2000,474.4
"Austria","Female","Diseases of the circulatory system",1999,506.2
"Austria","Female","Diseases of the circulatory system",1998,512.2
"Austria","Female","Diseases of the circulatory system",1997,517.9
"Austria","Female","Diseases of the circulatory system",1996,540.8
"Austria","Female","Diseases of the circulatory system",1995,540.1
"Austria","Female","Diseases of the circulatory system",1994,541.6
"Austria","Female","Diseases of the circulatory system",1993,564.5
"Austria","Female","Diseases of the circulatory system",1992,572.1
"Austria","Female","Diseases of the circulatory system",1991,587.9
"Austria","Total","Diseases of the circulatory system",2021,281.7
"Austria","Total","Diseases of the circulatory system",2020,294.6
"Austria","Total","Diseases of the circulatory system",2019,296.3
"Austria","Total","Diseases of the circulatory system",2018,306.5
"Austria","Total","Diseases of the circulatory system",2017,314.6
"Austria","Total","Diseases of the circulatory system",2016,320.3
"Austria","Total","Diseases of the circulatory system",2015,348.7
"Austria","Total","Diseases of the circulatory system",2014,331.7
"Austria","Total","Diseases of the circulatory system",2013,349.6
"Austria","Total","Diseases of the circulatory system",2012,353.6
"Austria","Total","Diseases of the circulatory system",2011,345.2
"Austria","Total","Diseases of the circulatory system",2010,363
"Austria","Total","Diseases of the circulatory system",2009,374.8
"Austria","Total","Diseases of the circulatory system",2008,374.9
"Austria","Total","Diseases of the circulatory system",2007,394.2
"Austria","Total","Diseases of the circulatory system",2006,405.3
"Austria","Total","Diseases of the circulatory system",2005,423.8
"Austria","Total","Diseases of the circulatory system",2004,440
"Austria","Total","Diseases of the circulatory system",2003,477.3
"Austria","Total","Diseases of the circulatory system",2002,498.4
"Austria","Total","Diseases of the circulatory system",2001,518.7
"Austria","Total","Diseases of the circulatory system",2000,547.8
"Austria","Total","Diseases of the circulatory system",1999,584.7
"Austria","Total","Diseases of the circulatory system",1998,599.1
"Austria","Total","Diseases of the circulatory system",1997,611
"Austria","Total","Diseases of the circulatory system",1996,627
"Austria","Total","Diseases of the circulatory system",1995,629.3
"Austria","Total","Diseases of the circulatory system",1994,628.5
"Austria","Total","Diseases of the circulatory system",1993,653.4
"Austria","Total","Diseases of the circulatory system",1992,663.8
"Austria","Total","Diseases of the circulatory system",1991,673.6
"Austria","Total","Diseases of the circulatory system",1990,659.5
"Austria","Total","Diseases of the circulatory system",1989,684.7
"Austria","Total","Diseases of the circulatory system",1988,701.6
"Austria","Total","Diseases of the circulatory system",1987,720.8
"Austria","Total","Diseases of the circulatory system",1986,761.6
"Austria","Total","Diseases of the circulatory system",1985,788.8
"Austria","Total","Diseases of the circulatory system",1984,781.4
"Austria","Total","Diseases of the circulatory system",1983,844.9
"Austria","Total","Diseases of the circulatory system",1982,821.4
"Austria","Total","Diseases of the circulatory system",1981,844.2
"Austria","Total","Diseases of the circulatory system",1980,849.7
"Austria","Total","Diseases of the circulatory system",1979,829.7
"Austria","Total","Diseases of the circulatory system",1978,877.5
"Austria","Total","Diseases of the circulatory system",1977,849.5
"Austria","Total","Diseases of the circulatory system",1976,887
"Austria","Total","Diseases of the circulatory system",1975,886.3
"Austria","Total","Diseases of the circulatory system",1974,865
"Austria","Total","Diseases of the circulatory system",1973,853.1
"Austria","Total","Diseases of the circulatory system",1972,899.5
"Austria","Total","Diseases of the circulatory system",1971,920.3
"Austria","Total","Diseases of the circulatory system",1970,904.9
"Austria","Total","Diseases of the circulatory system",1969,905.1
"Austria","Total","Diseases of the circulatory system",1968,883.6
"Austria","Total","Diseases of the circulatory system",1967,889
"Austria","Total","Diseases of the circulatory system",1966,827.5
"Austria","Total","Diseases of the circulatory system",1965,850.5
"Austria","Total","Diseases of the circulatory system",1964,795.8
